Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6391,6857
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),10862,10862
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8728,12962
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),16462,20941
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5034,6288
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7178,7178
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1766,2200
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2190,2190
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6398,11479
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),14830,16405
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,373,373
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1794,1945
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3018,3018
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,109,109
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3343,4247
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8096,9542
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,420,420
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2295,2982
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3208,5127
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1089,1309
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25872,41525
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),41070,45559
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2450,2450
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10607,13540
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),21539,21539
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14720,20713
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),31179,36186
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5680,10725
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),14191,16492
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,913,2404
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4165,4165
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9595,23439
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),33450,34325
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1406,1406
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3769,3825
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5862,5862
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6826,7829
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13998,15447
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),975,975
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1432,5084
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6754,6754
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1489,1849
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2731,2731
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,41217,64687
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),55122,61922
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14174,18254
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),27086,27086
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,24993,32336
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),36332,38498
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,10104,14288
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),14699,19384
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3616,3646
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4719,4719
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,32490,35838
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),42926,43388
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2542,2542
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5914,6061
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7501,7501
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10484,11803
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16637,17012
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5708,7322
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8224,8224
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2599,2941
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4328,4381
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,49837,66002
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),48527,69556
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15919,19010
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),23810,38884
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22386,28440
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),32577,38713
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11197,13754
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8790,13340
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2693,3126
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35455,38111
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),42358,45529
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6292,6413
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7755,7755
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11402,12257
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17552,17807
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6689,7360
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9765,9765
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2328,2633
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4552,4552
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,312257,946695
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),164378,895410
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,35676,39393
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),48379,48379
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10755,11373
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16936,16936
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5853,6468
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9820,9820
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2079,2079
